Title_Review,Pros,Cons,id,Stars,Company_name,Recommend,CEO_approval,Business_outlook,Location,Date,Employee_type,Employee_sen,neg,neu,pos,pros_comp,neg,neu,pos,cons_comp,avg_comp,pros_sent,cons_sent,avg_sent
"['great', 'colleague']","['overtime', 'pay', 'great', 'multiply']","['overtime', 'hour', 'odd', 'hour']",empReview_71902759,3.0,Amazon,neutral,neutral,neutral,"Birmingham, England",2022-12-15,former employee,,0.165,0.353,0.482,0.5719,0.315,0.685,0.0,-0.3182,0.12685,positive,negative,positive
"['risk', 'manager']","['great', 'salary', 'difficult', 'job']","['management', 'schedule', 'measure', 'employee']",empReview_71904339,3.0,Amazon,neutral,neutral,neutral,San Jose,2022-12-15,former employee,3-5 yrs,0.0,0.446,0.554,0.7359,0.0,1.0,0.0,0.0,0.36795,positive,negative,positive
"['inconsistent', 'flexible']","['flexible', 'hour', 'easy', 'work', 'easy', 'go', 'management']","['inconsistent', 'schedule', 'may', 'always', 'get', 'shift']",empReview_71905081,3.0,Amazon,neutral,neutral,neutral,"Mateo, CA",2022-12-15,current employee,1-3 yrs,0.0,0.342,0.658,0.7717,0.0,1.0,0.0,0.0,0.38585,positive,negative,positive
"['ok', 'temporarily']","['flexible', 'schedule', 'request', 'day']","['doesnt', 'pay', 'enough', 'dont', 'get', 'break', 'long', 'hour']",empReview_71906793,3.0,Amazon,neutral,neutral,neutral,"Orlando, FL",2022-12-15,former employee,,0.0,0.678,0.322,0.2263,0.0,0.861,0.139,0.0762,0.15125,positive,negative,positive
"['much', 'rewarding']","['mature', 'service', 'large', 'data', 'intelligent', 'colleague']","['could', 'do', 'anything', 'well', 'frugality']",empReview_71906978,3.0,Amazon,neutral,neutral,neutral,,2022-12-15,current employee,,0.0,0.408,0.592,0.7003,0.0,0.674,0.326,0.4404,0.57035,positive,positive,positive
"['bad', 'new', 'grad']","['good', 'document', 'guidance', 'onboard', 'industry', 'experience']","['bad', 'wlb', 'weird', 'pip']",empReview_71907909,3.0,Amazon,negative,negative,negative,"Seattle, WA",2022-12-15,current employee,3-5 yrs,0.0,0.707,0.293,0.4404,0.634,0.366,0.0,-0.6369,-0.09825,positive,negative,negative
"['us', 'payroll']","['good', 'working', 'culture', 'pocs', 'helpful']","['less', 'salary', 'sometimes', 'work', 'high', 'need', 'finish', 'even', 'eos']",empReview_71913717,3.0,Amazon,neutral,neutral,positive,Assistant in Hyderābād,2022-12-16,current employee,1-3 yrs,0.0,0.455,0.545,0.7178,0.0,1.0,0.0,0.0,0.3589,positive,negative,positive
"['ok', '...']","['team', 'pretty', 'good', 'also', 'depend', 'manager']","['chance', 'promotion', 'low', 'salary', 'working/being', 'treat', 'robot']",empReview_71914795,3.0,Amazon,neutral,neutral,neutral,Investigator in Cork,2022-12-16,current employee,1-3 yrs,0.0,0.731,0.269,0.4678,0.247,0.633,0.12,-0.3008,0.08349999999999999,positive,negative,negative
"['must', 'run', '5-10', 'mile', 'work', 'finish', 'time']","[""n't"", 'need', 'go', 'gym', 'work', 'workout', '4', 'day', 'week']","['work', 'outside', 'weather', 'condition', 'expect', 'complete', '30', 'stop', 'per', 'hour', 'stop', 'group', 'stop', '2-4', 'house', 'always', '50', 'ft', 'away', '50', 'minute', 'drive', 'first', 'stop', 'expect', 'complete', '150-200', 'stop', '250ish', 'locations/250-350', 'package', 'less', '7', 'hour', 'management', 'get', 'upset', ""n't"", 'complete', 'route', 'faster', '10', 'hour', 'even', 'though', 'suppose', '10', 'hour', 'shift', 'overtime', 'pay']",empReview_71916812,3.0,Amazon,neutral,neutral,neutral,"Champaign, IL",2022-12-16,current employee,,0.0,1.0,0.0,0.0,0.158,0.826,0.015,-0.8444,-0.4222,negative,negative,negative
['drive'],"['good', 'hour', 'great', 'pay', 'great', 'team']","['nothing', 'come', 'mind', 'yet']",empReview_71508389,5.0,Amazon,neutral,neutral,neutral,"Wauwatosa, WI",2022-11-30,current employee,<1 yrs,0.09,0.194,0.716,0.8934,0.0,1.0,0.0,0.0,0.4467,positive,negative,positive
"['great', 'experience']","['expand', 'knowledge', 'transportation', 'logistics', 'include', 'aviation', 'operation']","['large', 'company', 'limit', 'opportunity', 'promote']",empReview_71509496,5.0,Amazon,positive,positive,positive,,2022-11-30,former employee,,0.0,0.777,0.223,0.3182,0.168,0.354,0.478,0.5423,0.43025,positive,positive,positive
['love'],"['part', 'earth', ""'s"", 'customer', 'centric', 'company', 'fun', 'work', 'learning']","['thing', 'move', 'slow', 'orgs', 'leadership', 'bit', 'outdated', 'feel']",empReview_71509744,5.0,Amazon,positive,error,positive,"Milwaukee, WI",2022-11-30,current employee,1-3 yrs,0.0,0.817,0.183,0.5563,0.0,1.0,0.0,0.0,0.27815,positive,negative,positive
"['work', 'life', 'balance']","['great', 'team', 'growth', 'healthy', 'competition']","['compensation', 'low', 'market', 'value']",empReview_71521959,5.0,Amazon,neutral,neutral,neutral,,2022-11-30,current employee,,0.0,0.175,0.825,0.8555,0.256,0.465,0.279,0.0516,0.45355,positive,negative,positive
"['good', 'employer']","['schedule', 'autonomy', 'overtime', 'availability', 'good', 'pay', 'pay', 'time', 'volunteer', 'time', 'intuitive', 'app', 'upward', 'mobility']","['automate', 'system', 'limited', 'person-to-person', 'interaction', 'limit', 'supervisor', 'visibility']",empReview_71522093,5.0,Amazon,positive,error,positive,,2022-11-30,former employee,,0.077,0.765,0.158,0.3612,0.388,0.612,0.0,-0.4215,-0.030149999999999982,positive,negative,negative
['bestt'],"['best', 'atmosphere', 'want', 'learn']","['stress', 'take', 'positively']",empReview_71523250,5.0,Amazon,positive,positive,positive,,2022-11-30,current employee,1-3 yrs,0.0,0.522,0.478,0.6705,0.165,0.435,0.4,0.5719,0.6212,positive,positive,positive
"['great', 'place', 'work']","['1.', 'many', 'talented', 'individual', 'around', 'help', 'learn', 'grow', '2.', 'competitive', 'compensation', 'benefit', '3.', 'supportive', 'leadership', '4.', 'diversity', 'inclusion']","['organization', 'huge', 'navigate', 'internally', 'get', 'specific', 'task', 'do', 'little', 'daunting', 'start', 'people', 'come', 'outside', 'world', 'may', 'take', 'time', 'adjust', 'self', 'serviceable', 'culture']",empReview_71523316,5.0,Amazon,positive,positive,positive,,2022-11-30,current employee,<1 yrs,0.0,0.592,0.408,0.9016,0.0,0.925,0.075,0.4572,0.6794,positive,positive,positive
"['really', 'like', 'work']","['team', 'exceptional', 'help', 'raise', 'bar', 'amazon']","['con', 'think']",empReview_71525069,5.0,Amazon,neutral,neutral,neutral,,2022-11-30,current employee,<1 yrs,0.0,0.725,0.275,0.4902,0.216,0.784,0.0,-0.296,0.09710000000000002,positive,negative,negative
"['much', 'opportunity', 'wfh']","['salary', 'competitive', 'good', 'team', ""'ll"", 'help', 'onboarding']","['much', 'room', 'work-life', 'balance', 'new', 'hire', 'require', 'go', 'office', 'everyday', 'give', 'wfh', 'privilege', 'regularize']",empReview_71525315,5.0,Amazon,neutral,neutral,neutral,,2022-11-30,current employee,<1 yrs,0.0,0.622,0.378,0.743,0.0,0.92,0.08,0.3818,0.5624,positive,positive,positive
"['experience', 'amazon']","['1', 'thank', 'god', 'give', 'opportunity', 'work', 'amazon', '2', 'benefit', 'employee', 'give', 'benefit', 'medical', 'life', 'insurance', 'pf', 'etc', '3', 'trainer', 'expert', 'good', 'understand', 'trainer', 'expert', 'help', 'us', 'understand', 'process', 'handle', 'day', 'day', 'job', '4', 'work', 'life', 'balance', 'yes', 'since', 'wfh', 'base', 'really', 'help', 'time', 'family', 'less', 'travel', 'need', 'shift', 'comfortable', 'wfh', '5', 'salary', 'pay', 'correct', 'time', 'period', '6', 'allowance', 'wfh', 'meal', 'pas', 'etc', 'provide']","['nothing', 'good', 'grateful', 'god', 'job']",empReview_71525680,5.0,Amazon,positive,positive,positive,Associate in Chennai,2022-11-30,current employee,<1 yrs,0.015,0.744,0.241,0.978,0.146,0.545,0.309,0.4007,0.68935,positive,positive,positive
['worth'],"['nada', 'especially', 'benefit', 'non', 'existent']","['many', 'mention', 'space']",empReview_71526059,5.0,Amazon,neutral,neutral,neutral,,2022-11-30,current employee,3-5 yrs,0.0,0.676,0.324,0.4364,0.0,1.0,0.0,0.0,0.2182,positive,negative,positive
"['good', 'place', 'work']","['good', 'place', 'work', 'amazon']","['particular', 'con', 'respect', 'company']",empReview_71526869,5.0,Amazon,positive,positive,positive,,2022-12-01,current employee,,0.0,0.465,0.535,0.5574,0.195,0.531,0.274,0.2263,0.39185000000000003,positive,positive,positive
"['great', 'place', 'work']","['salary', 'average', 'great', 'boarding', 'process', 'great', 'training', 'excellent', 'benefit']","['real', 'full', 'time', 'job', 'need', 'work-life', 'balance']",empReview_71526991,5.0,Amazon,positive,positive,positive,de Mexico,2022-12-01,current employee,<1 yrs,0.0,0.326,0.674,0.9382,0.0,1.0,0.0,0.0,0.4691,positive,negative,positive
['worth'],"['nada', 'especially', 'benefit', 'non', 'existent']","['many', 'mention', 'space']",empReview_71526059,5.0,Amazon,neutral,neutral,neutral,,2022-11-30,current employee,3-5 yrs,0.0,0.676,0.324,0.4364,0.0,1.0,0.0,0.0,0.2182,positive,negative,positive
"['good', 'place', 'work']","['good', 'place', 'work', 'amazon']","['particular', 'con', 'respect', 'company']",empReview_71526869,5.0,Amazon,positive,positive,positive,,2022-12-01,current employee,,0.0,0.465,0.535,0.5574,0.195,0.531,0.274,0.2263,0.39185000000000003,positive,positive,positive
"['great', 'place', 'work']","['salary', 'average', 'great', 'boarding', 'process', 'great', 'training', 'excellent', 'benefit']","['real', 'full', 'time', 'job', 'need', 'work-life', 'balance']",empReview_71526991,5.0,Amazon,positive,positive,positive,de Mexico,2022-12-01,current employee,<1 yrs,0.0,0.326,0.674,0.9382,0.0,1.0,0.0,0.0,0.4691,positive,negative,positive
"['great', 'organization', 'work']","['would', 'like', 'start', 'say', 'know', ""'ve"", 'hear', 'lot', 'negative', 'comment', 'amazon', ""'re"", 'definitely', 'true', 'great', 'people', 'top', 'class', 'office', 'good', 'internal', 'tool', 'documentation', 'one', 'best', 'pay', 'industry']","['free', 'food', 'free', 'food']",empReview_71527117,5.0,Amazon,positive,positive,positive,I in Bangalore,2022-12-01,current employee,<1 yrs,0.163,0.572,0.265,0.797,0.474,0.526,0.0,-0.6602,0.06840000000000002,positive,negative,negative
['amaze'],"['love', 'experience', 'company']","['nothing', 'bad', 'really', 'honest']",empReview_71527575,5.0,Amazon,neutral,neutral,neutral,,2022-12-01,current employee,,0.0,0.606,0.394,0.5994,0.0,0.384,0.616,0.7516,0.6755,positive,positive,positive
"['great', 'place', 'continuous', 'improvement']","['great', 'workplace', 'environment', 'full', 'energetic', 'people']","['long', 'hour', 'since', 'connect', 'multiple', 'team', 'different', 'time', 'zone']",empReview_71528712,5.0,Amazon,positive,error,error,,2022-12-01,current employee,<1 yrs,0.0,0.5,0.5,0.7906,0.0,1.0,0.0,0.0,0.3953,positive,negative,positive
"['good', 'place', 'work']","['awesome', 'company', 'work', 'term', 'everything', 'company', 'culture', 'salary']","['score', 'time', 'properly', 'calculate', '......', 'however', 'thing', 'review']",empReview_71529606,5.0,Amazon,positive,positive,positive,,2022-12-01,current employee,1-3 yrs,0.0,0.773,0.227,0.6249,0.0,1.0,0.0,0.0,0.31245,positive,negative,positive
"['constant', 'challange']","['great', 'environment', 'smart', 'people', 'constantly', 'make', 'raise', 'goal']","['work', 'life', 'balance', 'reduces', 'significantly']",empReview_71529659,5.0,Amazon,positive,positive,positive,de Mexico,2022-12-01,former employee,1-3 yrs,0.0,0.657,0.343,0.7783,0.0,1.0,0.0,0.0,0.38915,positive,negative,positive
"['great', 'place', 'work']","['get', 'superb', 'work', 'culture']","['time', 'extremely', 'limited', 'work', 'fulltime', 'staff']",empReview_71531061,5.0,Amazon,positive,positive,positive,,2022-12-01,current employee,,0.0,0.549,0.451,0.6249,0.196,0.804,0.0,-0.2944,0.16525,positive,negative,positive
"['new', 'joiner', 'experince']","['less', 'month', 'since', 'start', 'feel', 'welcome', 'amazon', 'work', 'environment', 'really', 'good', 'healthy', 'people', 'amazon', 'friendly', 'cooperative', 'also', 'benefit', 'amazon', 'offer', 'really', 'great', 'competitive']","['join', 'process', 'first', 'day', 'overwhelm', 'worth']",empReview_71531368,5.0,Amazon,positive,positive,error,Technician in Manama,2022-12-01,current employee,<1 yrs,0.0,0.517,0.483,0.9886,0.0,0.847,0.153,0.3291,0.65885,positive,positive,positive
"['amazon', 'associate']","['usually', 'work', 'alone', 'safe', 'environment']","['barely', 'pay', 'raise', 'poor', 'human', 'resource', 'vacation', 'time', 'pay', 'time']",empReview_71896159,2.0,Amazon,negative,error,negative,,2022-12-15,current employee,,0.253,0.38,0.367,0.2263,0.369,0.631,0.0,-0.6621,-0.2179,positive,negative,negative
"['tough', 'environment']","['benefit', 'pto', 'vacation', 'upt', '4', 'day', 'work', 'week']","['amazon', 'really', 'work', 'bone', 'environment', 'faint', 'heart', 'literally']",empReview_71902792,2.0,Amazon,negative,negative,negative,,2022-12-15,former employee,1-3 yrs,0.0,0.776,0.224,0.3818,0.0,0.704,0.296,0.7096,0.5457,positive,positive,positive
"['great', 'job']","['good', 'pay', ""n't"", 'talk', 'anyone', 'pretty', 'easy']","[""n't"", 'really', 'train', ""n't"", 'really', 'care', 'job', ""n't"", 'really', 'talk', 'co-worker']",empReview_71907991,2.0,Amazon,neutral,neutral,neutral,"Kent, WA",2022-12-15,former employee,,0.08,0.402,0.517,0.8225,0.125,0.875,0.0,-0.43,0.19625,positive,negative,positive
"['decent', 'pay', 'bad', 'condition']","['decent', 'money', 'opportunity', 'make', 'money']","['lot', 'cardio', 'sore', 'foot']",empReview_71917897,2.0,Amazon,neutral,neutral,neutral,,2022-12-16,former employee,,0.0,0.682,0.318,0.4215,0.333,0.667,0.0,-0.3612,0.030149999999999982,positive,negative,negative
['terrible'],"['amazon', 'send', 'necessary', 'equipment', 'amazon', 'care', 'customer', 'pro']","['inner', 'working', 'amazon', 'mess', 'unorganized', 'every', 'employee', 'number', 'ever', 'revolve', 'door', 'employee', 'goal', 'amaze', 'customer', 'service', 'absolute', 'disregard', 'employee', 'employee', 'leave', 'dark', 'change', 'last', 'minute']",empReview_71918478,2.0,Amazon,negative,neutral,neutral,,2022-12-16,former employee,<1 yrs,0.0,0.652,0.348,0.6597,0.083,0.794,0.123,0.296,0.47785,positive,positive,positive
"['amazon', 'pay']","['good', 'pay', 'pay', 'every', 'week']","['lot', 'work', 'lot', 'time']",empReview_71405296,5.0,Amazon,neutral,neutral,neutral,Associate in Eastvale,2022-11-26,former employee,,0.364,0.26,0.377,0.2732,0.0,1.0,0.0,0.0,0.1366,positive,negative,positive
"['good', 'environment']","['helpful', 'associate', 'rotational', 'shift', 'weekly']","['con', 'workplace']",empReview_71508889,4.0,Amazon,neutral,neutral,neutral,Associate in Hyderābād,2022-11-30,former employee,<1 yrs,0.0,0.588,0.412,0.4215,0.306,0.694,0.0,-0.296,0.06275,positive,negative,negative
"['good', 'company']","['best', 'ambience', 'friendly', 'people', 'good', 'process']","['salary', 'career', 'growth', '8', 'hour', 'production']",empReview_71509714,4.0,Amazon,negative,positive,positive,,2022-11-30,current employee,1-3 yrs,0.0,0.226,0.774,0.8834,0.0,0.658,0.342,0.3818,0.6325999999999999,positive,positive,positive
['perfect'],"['healthy', 'work', 'environment', 'push', 'well']","['high', 'work', 'load', 'sometimes']",empReview_71510347,4.0,Amazon,positive,positive,positive,,2022-11-30,current employee,3-5 yrs,0.0,0.517,0.483,0.6808,0.0,1.0,0.0,0.0,0.3404,positive,negative,positive
"['earth', 'culture', 'great', 'place', 'career', 'development']","['hand', 'data', 'driven', 'culture', 'without', 'much', 'fluffy', 'presentation', 'require', 'hour', 'work', 'earth', 'vibe', 'well', 'equip', 'staff', 'level', 'internally', ""'s"", 'easy', 'shift', 'new', 'department', 'give', 'employee', 'many', 'flexibility', 'opportunity', 'career', 'shift', 'lastly', 'work', 'life', 'balance', 'least', 'product', 'manager', 'retail', 'really', 'bad', 'external', 'rumor', 'say', 'well', 'round', 'personal', 'life']","['compensation', 'structure', 'incentivized', 'peer', 'company', 'less', 'cash', 'bonus', 'tie', 'stock', 'base', 'salary', 'competitive']",empReview_71511026,4.0,Amazon,positive,error,positive,,2022-11-30,current employee,<1 yrs,0.0,0.817,0.183,0.9261,0.049,0.846,0.105,0.4026,0.66435,positive,positive,positive
"['practice', 'preach']","['newly', 'start', 'amazon', 'far', 'live', 'principle', 'philosophy', 'talk', 'team', 'supportive', 'cohesive', 'give', 'ample', 'time', 'learn', 'rope', 'meet', 'regularly', 'leader', 'people', 'team', 'willing', 'connect', 'give', 'board', 'buddy', 'mentor', 'really', 'help', 'understand', 'place', 'amazon', 'world']","['amazon', 'large', 'easy', 'feel', 'bit', 'lose']",empReview_71511607,4.0,Amazon,positive,error,error,,2022-11-30,current employee,<1 yrs,0.0,0.932,0.068,0.5574,0.152,0.528,0.321,0.3744,0.4659,positive,positive,positive
"['good', 'opportunity', 'grow']","['love', 'pay', 'work', 'environment']","['workload', 'sometimes', 'get', 'much']",empReview_71511861,4.0,Amazon,positive,error,error,,2022-11-30,current employee,,0.146,0.417,0.438,0.5859,0.0,1.0,0.0,0.0,0.29295,positive,negative,positive
['self-employed'],"['put', 'get', 'product', 'research', 'essential', 'launch', 'right', 'product', 'right', 'time', 'drive', 'traffic', 'increase', 'sale', 'flexibility']","['expensive', 'investment', 'lots', 'competition', 'difficult', 'system']",empReview_71512542,4.0,Amazon,neutral,neutral,neutral,"Birmingham, England",2022-11-30,current employee,1-3 yrs,0.0,0.847,0.153,0.5719,0.294,0.706,0.0,-0.3612,0.10534999999999997,positive,negative,positive
"['amazon', 'set', 'success', 'role']","['excellent', 'onboarding', 'process', 'allow', 'immerse', 'company', 'learn', 'curious', 'great', 'benefit', 'start', 'day', '1', 'supportive', 'work', 'environment', 'smart', 'efficient', 'colleague', 'career', 'opportunity', 'great']","['steep', 'learn', 'curve', 'appreciate', 'challenge', 'understand', 'workplace', 'unique', 'large', 'company', 'many', 'different', 'move', 'component', 'adhere', 'work', 'across', 'time-zones', 'challenge']",empReview_71514402,4.0,Amazon,positive,positive,positive,"Washington, DC",2022-11-30,current employee,<1 yrs,0.0,0.525,0.475,0.9779,0.0,0.855,0.145,0.4404,0.70915,positive,positive,positive
"['work', 'short', 'time']","['good', 'timely', 'pay', 'student']","['time', 'restriction', 'strict', 'adherence', 'robot', 'like']",empReview_71516889,4.0,Amazon,neutral,neutral,neutral,,2022-11-30,former employee,,0.169,0.482,0.349,0.3612,0.0,0.737,0.263,0.3612,0.3612,positive,positive,positive
"['great', 'company', 'work']","['learning', 'short', 'amount', 'time']","['work', 'life', 'balance', 'week', 'stressful']",empReview_71518844,4.0,Amazon,positive,positive,neutral,,2022-11-30,current employee,<1 yrs,0.0,1.0,0.0,0.0,0.355,0.645,0.0,-0.5106,-0.2553,negative,negative,negative
"['good', 'benefit']","['flex', 'schedule', 'benefit', 'incentives', 'great', 'team', 'environment']","['foot', 'whole', 'shift', 'management', 'change', 'constant', 'warehouse', 'change']",empReview_71519458,4.0,Amazon,neutral,neutral,neutral,,2022-11-30,current employee,3-5 yrs,0.0,0.308,0.692,0.8402,0.0,1.0,0.0,0.0,0.4201,positive,negative,positive
['challenge'],"['everyday', 'day1', 'lot', 'learn', 'new', 'skill']","['extra', 'hour', 'work', 'lot', 'competition']",empReview_71519484,4.0,Amazon,neutral,neutral,neutral,,2022-11-30,current employee,3-5 yrs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
"['catalog', 'lead', 'amazon']","['great', 'opportunity', 'growth', 'many', 'scope', 'automation', 'project', 'next', 'step', 'sme', 'ba']","['office', 'location', 'chennai', ""'m"", 'west', 'bengal', 'language', 'problem', 'overall', 'growth', 'slow']",empReview_71522490,4.0,Amazon,positive,positive,positive,Lead in Chennai,2022-11-30,current employee,<1 yrs,0.0,0.578,0.422,0.8591,0.148,0.71,0.142,-0.0387,0.4102,positive,negative,positive
['amazon'],"['many', 'benefit', 'many', 'different', 'schedule', 'work']","['many', 'employee', 'low', 'pay', 'rate']",empReview_71522524,4.0,Amazon,neutral,neutral,neutral,"Mountain, GA",2022-11-30,former employee,<1 yrs,0.0,0.729,0.271,0.3818,0.467,0.533,0.0,-0.3612,0.010299999999999976,positive,negative,negative
['all-in'],"['structure', 'onboarding', 'documentation', 'leadership', 'principle', 'real', 'feedback', 'direct', 'honest']","['hard', 'gauge', 'progress', 'first', '4-6', 'week', 'one', 'baseline', 'onboarding', ""'buddy"", 'someone', 'willing', 'engage', 'invest', 'support', 'new', 'employee', 'versus', 'checkbox', 'someone', ""'s"", 'development', 'plan']",empReview_71522769,4.0,Amazon,positive,positive,error,"Seattle, WA",2022-11-30,current employee,<1 yrs,0.0,0.769,0.231,0.5106,0.082,0.732,0.185,0.6705,0.59055,positive,positive,positive
"['ensure', 'employee', 'safe', 'instal', 'measure', 'keep', 'personnel', 'safe']","['pay', 'good', 'work', 'team', 'like']","[""n't"", 'always', 'get', 'proper', 'support']",empReview_71524435,4.0,Amazon,positive,positive,positive,,2022-11-30,current employee,,0.101,0.507,0.391,0.6124,0.0,0.722,0.278,0.4019,0.50715,positive,positive,positive
['decent'],"['set', 'shift', 'lot', 'overtime']","['depress', 'work', 'much', 'progress']",empReview_71524445,4.0,Amazon,neutral,neutral,neutral,,2022-11-30,current employee,,0.0,1.0,0.0,0.0,0.566,0.434,0.0,-0.6399,-0.31995,negative,negative,negative
['good'],"['work', 'culture', 'good']","['work', 'flow', 'high']",empReview_71525012,4.0,Amazon,positive,error,error,,2022-11-30,former employee,,0.0,0.58,0.42,0.4404,0.0,1.0,0.0,0.0,0.2202,positive,negative,positive
['bad'],"['good', 'pay', 'work']","['long', 'hour', 'work']",empReview_71526318,4.0,Amazon,neutral,neutral,neutral,,2022-11-30,former employee,,0.192,0.411,0.397,0.3612,0.0,1.0,0.0,0.0,0.1806,positive,negative,positive
"['good', 'salary', 'company', 'hard', 'balance', 'work-life']","['salary', 'great', 'colleague', 'international', 'experience', 'learn', 'lot', 'fast', 'pace', 'environment']","['lot', 'pressure', 'stress', 'long', 'work', 'hour', 'hard', 'find', 'balance', 'work-life']",empReview_71526766,4.0,Amazon,neutral,neutral,neutral,Analyst in Luxembourg,2022-11-30,current employee,,0.0,0.745,0.255,0.6249,0.368,0.632,0.0,-0.6597,-0.01739999999999997,positive,negative,negative
"['good', 'company', 'build', 'career']","['opportunity', 'work', 'best', 'mind', 'enough', 'work', 'everyone', 'prove', 'worth']","['skewed', 'favoritism', 'towards', 'pathways', 'bold', 'manager', 'program']",empReview_71527799,4.0,Amazon,positive,positive,negative,"Seattle, WA",2022-12-01,former employee,5-8 yrs,0.0,0.594,0.406,0.836,0.0,0.583,0.417,0.5106,0.6733,positive,positive,positive
['good'],"['good', 'leadership', 'good', 'environment', 'good', 'people.space', 'work']","['con', 'company', 'good']",empReview_71528259,4.0,Amazon,positive,positive,positive,"Poland, ME",2022-12-01,current employee,3-5 yrs,0.0,0.633,0.367,0.4404,0.242,0.44,0.319,0.1779,0.30915000000000004,positive,positive,positive
"['sale', 'work']","['role', 'issue']","['con', 'role']",empReview_71529085,4.0,Amazon,neutral,neutral,neutral,,2022-12-01,former employee,,0.268,0.732,0.0,-0.296,0.268,0.732,0.0,-0.296,-0.296,negative,negative,negative
"['alot', 'walk']","['good', 'pay', 'benefit', 'immediately']","['long', 'hour', 'bog']",empReview_71529310,4.0,Amazon,neutral,neutral,neutral,"Jacksonville, FL",2022-12-01,current employee,,0.157,0.225,0.618,0.6249,0.0,1.0,0.0,0.0,0.31245,positive,negative,positive
['data'],"['good', 'pay', 'nice', 'work', 'culture']","['none', 'none', 'none', 'none', 'none']",empReview_71487019,5.0,Amazon,neutral,neutral,neutral,"Dallas, TX",2022-11-29,current employee,<1 yrs,0.154,0.22,0.626,0.6486,0.0,1.0,0.0,0.0,0.3243,positive,negative,positive
"['part', 'innovation', 'excellence']","['great', 'leader', 'opportunity', 'grow', 'learn', 'new', 'skill', 'work', 'life', 'balance']","['amazon', 'use', 'internally', 'developed', 'tool', 'day', 'day', 'task', 'best', 'get', 'job', 'do']",empReview_71487072,5.0,Amazon,positive,positive,positive,,2022-11-29,current employee,<1 yrs,0.0,0.599,0.401,0.7717,0.106,0.828,0.066,-0.2105,0.2806,positive,negative,positive
"['good', 'pay']","['treat', 'everyone', 'respect']","['like', 'work', 'anonymously', 'warehouse']",empReview_71487144,5.0,Amazon,positive,neutral,neutral,"Robbinsville, NJ",2022-11-29,current employee,<1 yrs,0.0,0.341,0.659,0.7003,0.0,0.737,0.263,0.3612,0.53075,positive,positive,positive
"['good', 'company', 'work']","['good', 'career', 'progression', 'good', 'work', 'life', 'balance']","['drawback', 'could', 'see', 'tull']",empReview_71488423,5.0,Amazon,positive,positive,positive,Manager in Ahmedabad,2022-11-29,current employee,1-3 yrs,0.0,0.508,0.492,0.7003,0.268,0.732,0.0,-0.296,0.20215000000000002,positive,negative,positive
"['great', 'company']","['great', 'leader', 'opportunity', 'grow', 'learn', 'new', 'skill', 'work', 'life', 'balance']","['first', 'month', 'could', 'daunt', 'thats', 'part', 'job', 'get', 'ready']",empReview_71488568,5.0,Amazon,positive,positive,neutral,,2022-11-29,current employee,,0.0,0.599,0.401,0.7717,0.0,0.831,0.169,0.5023,0.637,positive,positive,positive
"['easy', 'go']","['everyday', 'new', 'day', 'give', 'freedom', 'problem', 'solve', 'truly', 'make', 'difference']","['hectic', 'different', 'time', 'year', 'work/life', 'balance', 'affect']",empReview_71488729,5.0,Amazon,positive,positive,positive,,2022-11-29,current employee,,0.105,0.547,0.348,0.7351,0.127,0.873,0.0,-0.1531,0.291,positive,negative,positive
"['technical', 'recruiter']","['awesome', 'company', 'flexible', 'great', 'management']","['work', 'home', 'make', 'train', 'difficult', 'resource', 'always', 'available']",empReview_71489174,5.0,Amazon,positive,positive,neutral,"Seattle, WA",2022-11-29,current employee,1-3 yrs,0.0,0.151,0.849,0.9056,0.149,0.851,0.0,-0.1901,0.35775,positive,negative,positive
"['well', 'work', 'life', 'balance', 'expect']","['got', 'assign', 'well', 'staffed', 'team', 'within', 'aws', 'everybody', 'team', 'extremely', 'capable', 'take', 'ownership']","['teammate', 'always', 'available', 'help', 'everyone', 'busy', 'various', 'task', 'assign', 'self', 'start', 'inquisitive', 'type', 'successful', 'environment']",empReview_71490153,5.0,Amazon,positive,positive,neutral,"Seattle, WA",2022-11-29,current employee,<1 yrs,0.0,0.773,0.227,0.6115,0.0,0.791,0.209,0.802,0.70675,positive,positive,positive
['fantastic'],"['good', 'professionalism', 'time']","['bad', 'professionalism', 'typical']",empReview_71490684,5.0,Amazon,neutral,neutral,neutral,"Francisco, CA",2022-11-29,former employee,,0.0,0.58,0.42,0.4404,0.467,0.533,0.0,-0.5423,-0.050949999999999995,positive,negative,negative
['good'],"['good', 'training', 'good', 'support', 'manager']","['none', 'say']",empReview_71490772,5.0,Amazon,neutral,neutral,neutral,Cmt in Bangalore,2022-11-29,current employee,<1 yrs,0.0,0.261,0.739,0.8176,0.0,1.0,0.0,0.0,0.4088,positive,negative,positive
"['amazon', '6', 'month', 'internship', 'program', 'review']","['great', 'pay', 'highly', 'competitive', 'life', 'lot', 'learn']","['work', 'life', 'balance', 'hugh', 'workload']",empReview_71494808,5.0,Amazon,positive,positive,positive,Engineer(Internship) in Bangalore,2022-11-30,former employee,<1 yrs,0.112,0.4,0.488,0.6901,0.306,0.694,0.0,-0.296,0.19705000000000003,positive,negative,positive
